,Unnamed: 0,Datetime,Tweet Id,Text,Username,Hashtags,RetweetCount,LikeCount,ReplyCount,QuoteCount,InReplyToUser,OutLinks,TCooutLinks,Media,date
9172,9170,2013-03-26 21:40:30+00:00,316665993118224384,"Dus minister Schultz kunnen we nu een taart geven?...
... In haar gezicht...
Arrogantie van doordrukken tegen ieders wil
#Amelisweerd #A27",YvonneGF,"['Amelisweerd', 'A27']",0.0,0.0,0,0,,,,,2013-03-26
9174,9172,2013-03-26 21:22:31+00:00,316661467527135233,"#a27 autorijden is zóó last century, net als roken, CFK en loodverf. Bos moet blijven. #Amelisweerd",vrouwopdemaan,"['a27', 'Amelisweerd']",1.0,0.0,0,0,,,,,2013-03-26
9175,9173,2013-03-26 21:17:49+00:00,316660282082594816,"1,5 miljard #bezuiniging gevonden: Geen verbreding a27 #amelisweerd.  Opbrengst: minder vervuiling, meer leefgenot en geld over voor #zorg",Jacq_donga,"['bezuiniging', 'amelisweerd', 'zorg']",0.0,0.0,0,0,,,,,2013-03-26
9176,9174,2013-03-26 21:12:34+00:00,316658960444817411,"Verkeersveiligheid (welke?) gaat voor leefgenot! Utrechtse hoop op afblazen verbreding A27 ongegrond"" http://t.co/8J7vZ61Twr #amelisweerd",Jacq_donga,['amelisweerd'],0.0,0.0,0,0,,['http://www.rtvutrecht.nl/nieuws/951276/utrechtse-hoop-op-afblazen-verbreding-a27-ongegrond.html#.UVIOimLFtq4.twitter'],['http://t.co/8J7vZ61Twr'],,2013-03-26
9180,9178,2013-03-26 20:59:37+00:00,316655701244125186,"Nee hoor, @TonElias, die verbreding gaat net zomin door als jouw versmalling. #A27 #Amelisweerd #barricaden",redamelisweerd,"['A27', 'Amelisweerd', 'barricaden']",2.0,1.0,0,0,,,,,2013-03-26
9181,9179,2013-03-26 20:52:32+00:00,316653920699158529,"Sorrie voor mijn late reacties op het traumatische nieuws over verbreding A27 bij #Amelisweerd, maar ik was te verbijsterd...",YvonneGF,['Amelisweerd'],0.0,0.0,0,0,,,,,2013-03-26
9182,9180,2013-03-26 20:47:26+00:00,316652635748970496,jammer geen tweets meer vanuit stadhuis #Utrecht ivm #A27 #Amelisweerd Ria @JacolienRutten Of zijn ze het bos al gaan bezetten?,macekster,"['Utrecht', 'A27', 'Amelisweerd']",0.0,1.0,0,0,,,,,2013-03-26
9185,9183,2013-03-26 20:31:53+00:00,316648722303950850,"Meer asfalt, minder bomen... Het zijn niet de inwoners van Utrecht + omgeving die profiteren van verbreding #A27 #amelisweerd",YoYiPat,"['A27', 'amelisweerd']",0.0,0.0,0,0,,,,,2013-03-26
9186,9184,2013-03-26 20:28:28+00:00,316647864078049281,Gisteren #MooiNederland en dan vandaag verbreding A27 door #Amelisweerd? Ik begrijp echt niets van deze PvdA. En dat snap ik dan weer wel.,NiekeJansen,"['MooiNederland', 'Amelisweerd']",1.0,0.0,1,0,,,,,2013-03-26
9188,9186,2013-03-26 20:20:08+00:00,316645765713887232,"Schultz gaat #A27 bij #Amelisweerd verbreden #Utrecht 
 http://t.co/xoF9FccmA0",Bosnjakusa,"['A27', 'Amelisweerd', 'Utrecht']",0.0,0.0,0,0,,['http://www.nu.nl/algemeen/3381188/schultz-gaat-a27-bij-amelisweerd-verbreden.html'],['http://t.co/xoF9FccmA0'],,2013-03-26
9189,9187,2013-03-26 20:10:04+00:00,316643233692262400,Pittig avondje. Moet raadsinfoavond voorzitten. Onderwerp: verbreding A27... Heel actueel en heel gevoelig! #Amelisweerd,jwijmenga,['Amelisweerd'],0.0,0.0,1,0,,,,,2013-03-26
9191,9189,2013-03-26 20:07:42+00:00,316642638856073218,#1miljard #a27 #amelisweerd : kunnen we daarmee ook zinnige dingen doen? Met 80 over smallere stroken kan prima: voorkomt ook CO2-uitstoot,arjanvdhoogen,"['1miljard', 'a27', 'amelisweerd']",0.0,0.0,0,0,,,,,2013-03-26
9199,9197,2013-03-26 19:50:48+00:00,316638386712637441,wattttt???!!! #bezuinigen “@StukjeS: een MILJARD?! wtf!! 'een historische vergissing' #a27 #amelisweerd http://t.co/cTWTCNV5CS”,Elsewine,"['bezuinigen', 'a27', 'amelisweerd']",0.0,0.0,0,0,,['http://www.nu.nl/algemeen/3381188/schultz-gaat-a27-bij-amelisweerd-verbreden.html'],['http://t.co/cTWTCNV5CS'],,2013-03-26
9200,9198,2013-03-26 19:45:48+00:00,316637126760480769,"Dus uiteindelijk gaan er toch weer bomen gekapt worden voor de aanleg van asfalt. Wat een treurnis, dit kabinet #A27 #Amelisweerd",hennyradstaak,"['A27', 'Amelisweerd']",11.0,1.0,0,0,,,,,2013-03-26
9203,9201,2013-03-26 19:37:50+00:00,316635121266601984,#A27 krijgt 2 x 7 banen daar sta je dan als Rotterdam zijnde met je #A13 2x3 banen en de #A20 met 2x2 banen #Amelisweerd,martin66schrav,"['A27', 'A13', 'A20', 'Amelisweerd']",0.0,0.0,0,0,,,,,2013-03-26
9204,9202,2013-03-26 19:37:24+00:00,316635013305212929,RT @StukjeS: een MILJARD?! #a27 #amelisweerd http://t.co/G3JCewoYNQ,elskewits,"['a27', 'amelisweerd']",0.0,0.0,0,0,,['http://po.st/BtskYL'],['http://t.co/G3JCewoYNQ'],,2013-03-26
9206,9204,2013-03-26 19:33:10+00:00,316633947780050944,"#A27 bij #Amelisweerd wordt 2x7 banen. Poing. Maak er dan 100km van met trajectcontrole, kan de automobilist ook gelijk klagen :)",martin66schrav,"['A27', 'Amelisweerd']",0.0,0.0,0,0,,,,,2013-03-26
9207,9205,2013-03-26 19:32:33+00:00,316633791802273792,Is minister Schultz de nieuwe minister van Asfalt? #A27 #Amelisweerd,Marcel_Kruijer,"['A27', 'Amelisweerd']",0.0,0.0,0,0,,,,,2013-03-26
9209,9207,2013-03-26 19:26:21+00:00,316632233823846400,GDV! http://t.co/pGXi4IcR95 #amelisweerd,naamisgenomen,['amelisweerd'],3.0,0.0,0,0,,['http://www.nu.nl/binnenland/3381188/schultz-gaat-a27-bij-amelisweerd-verbreden.html?utm_source=twitter&utm_medium=socialmedia&utm_campaign=nunl_twitter'],['http://t.co/pGXi4IcR95'],,2013-03-26
9210,9208,2013-03-26 19:26:21+00:00,316632231844126721,"En @diederiksamsom ook niet, de afgelopen 20 uur RT @Jennekevanp: ……….. (geen woorden voor)……… #PvdA #A27 #Amelisweerd",jaapdebruijn,"['PvdA', 'A27', 'Amelisweerd']",0.0,0.0,0,0,,,,,2013-03-26
9211,9209,2013-03-26 19:24:20+00:00,316631724496941058,Zou een #ecoduct het leed nog kunnen verzachten ? laat de natuur in z'n waarde .. ... verbreding #A27 #Amelisweerd #Utrecht,Danielmacbook,"['ecoduct', 'A27', 'Amelisweerd', 'Utrecht']",0.0,0.0,0,0,,,,,2013-03-26
9213,9211,2013-03-26 19:21:53+00:00,316631107070205952,Ga toch weg met je asfalt #A27 #Amelisweerd,Jennekevanp,"['A27', 'Amelisweerd']",1.0,0.0,0,0,,,,,2013-03-26
9216,9214,2013-03-26 19:20:23+00:00,316630732023926784,"........... (geen woorden voor)......... #PvdA #A27 #Amelisweerd Oh wacht, toch één BAH!",Jennekevanp,"['PvdA', 'A27', 'Amelisweerd']",0.0,0.0,0,0,,,,,2013-03-26
9218,9216,2013-03-26 19:15:46+00:00,316629569580961793,RT @JacolienRutten: Veel belangstelling voor de Raadsinformatie avond @ stadhuis #Utrecht over haalbaarheid  #A27 binnen bak #Amelisweerd,macekster,"['Utrecht', 'A27', 'Amelisweerd']",0.0,0.0,0,0,,,,,2013-03-26
9219,9217,2013-03-26 19:15:35+00:00,316629521094832130,#pvda steunt verbreding #A27 #amelisweerd #utrecht De groene @diederiksamsom waar ik ooit mee samenwerkte is niet meer. #jammer,VdMarx,"['pvda', 'A27', 'amelisweerd', 'utrecht', 'jammer']",0.0,0.0,0,0,,,,,2013-03-26
9221,9219,2013-03-26 19:00:13+00:00,316625656446345216,"1 miljard euro om de A27 te verbreden ten koste van natuur. Onnodig, dom, en duur. #a27 #amelisweerd",MajnuMichaud,"['a27', 'amelisweerd']",1.0,0.0,0,0,,,,,2013-03-26
9222,9220,2013-03-26 18:55:40+00:00,316624510663155715,"YES YES #A27 #amelisweerd We bezuinigen dit lieve landje naar de prehistorie, maar gelukkig verbreden we de wegen lekker door #prioriteiten",michalubbers,"['A27', 'amelisweerd', 'prioriteiten']",0.0,0.0,0,0,,,,,2013-03-26
9225,9223,2013-03-26 18:37:01+00:00,316619816289062914,"1 miljard voor onnodig asfalt en kwetsbare natuur vernietigen, zo rolt t PvdA VVD kabinet #Schultz #A27 #Amelisweerd http://t.co/UsOWmC1PY3",femkeroosma,"['Schultz', 'A27', 'Amelisweerd']",0.0,0.0,0,0,,['http://www.nu.nl/algemeen/3381188/schultz-gaat-a27-bij-amelisweerd-verbreden.html'],['http://t.co/UsOWmC1PY3'],,2013-03-26
9226,9224,2013-03-26 18:35:13+00:00,316619363216154624,Dat verbreden naar 2x7 is overkill. Doe wat aan problematisch smalle A27 ná Utrecht! http://t.co/tjSdJXpvFY via @NUnl #amelisweerd,FienTweets,['amelisweerd'],0.0,0.0,0,0,,['http://www.nu.nl/binnenland/3381188/schultz-gaat-a27-bij-amelisweerd-verbreden.html'],['http://t.co/tjSdJXpvFY'],,2013-03-26
9228,9226,2013-03-26 18:30:28+00:00,316618169227833344,@berberschrijver Ik heb indertijd (1981) er nog tegen gedemonstreerd “Maak ons bos niet totallos!!!” #Amelisweerd #A27,EduardBekker,"['Amelisweerd', 'A27']",0.0,0.0,0,0,https://twitter.com/BerberSchrijver,,,,2013-03-26
9229,9227,2013-03-26 18:27:34+00:00,316617439037243393,"Onderzoek Commissie Schoof verbreding #A27 #Amelisweerd - http://t.co/yNuOcac1i7, HT @wykegroene11",Albert_Faber,"['A27', 'Amelisweerd']",0.0,1.0,0,0,,['http://www.rijksoverheid.nl/documenten-en-publicaties/kamerstukken/2013/03/26/onderzoek-commissie-schoof-verbreding-a27-amelisweerd.html'],['http://t.co/yNuOcac1i7'],,2013-03-26
9234,9232,2013-03-26 18:12:03+00:00,316613535599824896,@Erwie84 Natuur…. Wat is natuur.. paar bomen op een weiland? Echte natuur was toen ik in Arizona/Utah was #A27 #amelisweerd,WOOHPSPY,"['A27', 'amelisweerd']",0.0,0.0,1,0,https://twitter.com/Erwie84,,,,2013-03-26
9236,9234,2013-03-26 17:55:00+00:00,316609242318655488,"Minster wil verbreding A27 toch buiten de bak. Raadslid Peter van Corler: ""Tweede Kamer is nu aan zet"" (http://t.co/DA6bDWE8gs) #Amelisweerd",GroenLinks030,['Amelisweerd'],0.0,0.0,0,0,,['http://utrecht.groenlinks.nl/node/95915'],['http://t.co/DA6bDWE8gs'],,2013-03-26
9237,9235,2013-03-26 17:53:36+00:00,316608889699319809,"""@ronfresen: Kamermeerderheid voor verbreding #A27 #Amelisweerd  PvdA respecteert uitkomst laatste onderzoek 2x7 rijbanen worden het dus""",RuimteOrdening,"['A27', 'Amelisweerd']",0.0,0.0,0,0,,,,,2013-03-26
9238,9236,2013-03-26 17:35:45+00:00,316604398119837697,"""Een bredere bak, maar wel met een dak"" Min. Schultz Verhaegen heeft haar oneliner klaar hoor #A27 #lunetten #amelisweerd",vanmaanen,"['A27', 'lunetten', 'amelisweerd']",0.0,0.0,0,0,,,,,2013-03-26
9239,9237,2013-03-26 17:32:41+00:00,316603625893945344,“@KrachtvanU: Rapport Schoof http://t.co/gFm9bbU7p4 Onderbouwing verbreding A27 #Amelisweerd rammelt. Kamer en @pvdautrecht let op!!!,lunettic,['Amelisweerd'],1.0,1.0,0,0,https://twitter.com/KrachtvanU,['http://bit.ly/Yya6uD'],['http://t.co/gFm9bbU7p4'],,2013-03-26
9240,9238,2013-03-26 17:31:38+00:00,316603362390966272,Wat eenTRUTdie #melanieschultz om toch door te drammen met die 2x7 banen op de A27 ten koste van het prachtige #Amelisweerd .#FAIL,Louise_224,"['melanieschultz', 'Amelisweerd', 'FAIL']",3.0,0.0,0,0,,,,,2013-03-26
9242,9240,2013-03-26 17:26:13+00:00,316602000596955137,Was dit niet ook de minister van 130 km/u en de vluchtstrook als spitsstrook? Dat is pas onveilig. #Amelisweerd A27 2X7,Mirjam_de_Rijk,['Amelisweerd'],8.0,0.0,3,0,,,,,2013-03-26
9243,9241,2013-03-26 17:25:37+00:00,316601850210168833,"@L_Barkhuysen Ben je dus voor? Of tegen beiden? Gna. Hole in one. A27 heeft brede visie nodig, maar milieu ook. #Amelisweerd niet afkalven.",_Leppa_,['Amelisweerd'],0.0,0.0,0,0,,,,,2013-03-26
9245,9243,2013-03-26 17:13:47+00:00,316598871386116096,"Gefeliciteerd Melanie Schultz van Haegen,je bent de winnares van deze geweldige ketting! http://t.co/JdfECKrhld #A27 #Amelisweerd",NakedDesign_nl,"['A27', 'Amelisweerd']",0.0,0.0,0,0,,['http://nl.dawanda.com/product/34376229-Trut-helvetica-goud'],['http://t.co/JdfECKrhld'],,2013-03-26
9246,9244,2013-03-26 17:12:10+00:00,316598465281003520,@carladikfaber Tijd voor het maken van boomhutten?? #actie #amelisweerd #a27,_Kruizinga,"['actie', 'amelisweerd', 'a27']",0.0,0.0,0,0,https://twitter.com/carladikfaber,,,,2013-03-26
9247,9245,2013-03-26 17:12:07+00:00,316598449845972993,Schultz gaat A27 bij Amelisweerd verbreden #Amelisweerd  http://t.co/wl5gr30bSx,CoulantUtrecht,['Amelisweerd'],0.0,0.0,0,0,,['http://www.nu.nl/algemeen/3381188/schultz-gaat-a27-bij-amelisweerd-verbreden.html'],['http://t.co/wl5gr30bSx'],,2013-03-26
9249,9247,2013-03-26 17:04:03+00:00,316596420113215488,PvdA doet niet meer zijn best voor #amelisweerd. Verbreding #a27 naar 14 stroken. Zonde van het prachtige @amelisweerd! Zeg maar ellendig.,hildebackus,"['amelisweerd', 'a27']",13.0,1.0,2,0,,,,,2013-03-26
9249,9247,2013-03-26 17:04:03+00:00,316596420113215488,PvdA doet niet meer zijn best voor #amelisweerd. Verbreding #a27 naar 14 stroken. Zonde van het prachtige @amelisweerd! Zeg maar ellendig.,hildebackus,"['amelisweerd', 'a27']",13.0,1.0,2,0,,,,,2013-03-26
9251,9249,2013-03-26 16:53:37+00:00,316593793719746560,Slecht nieuws. Schultz besluit tot verbreding #A27 bij #amelisweerd. Balen. Zal toch nog wat aan te doen zijn??,hildebackus,"['A27', 'amelisweerd']",0.0,0.0,0,0,,,,,2013-03-26
9252,9250,2013-03-26 16:49:50+00:00,316592842082488321,"RT @macekster: #A27 verbreding #Amelisweerd : Hijs de rode bal: AD, volkskrant , nu.nl allen berichten: http://t.co/bjZZBgYTY5",ChatHippo,"['A27', 'Amelisweerd']",0.0,0.0,0,0,,['http://tinyurl.com/cjsv9f5'],['http://t.co/bjZZBgYTY5'],,2013-03-26
9253,9251,2013-03-26 16:48:45+00:00,316592570266419201,"Slecht  plan: de A27 bij natuurgebied #Amelisweerd (030) moet naar  twee keer 7 rijstroken: http://t.co/rimBOvDWDW""",frankbluiminck,['Amelisweerd'],0.0,0.0,1,0,,['http://bit.ly/11HLSuX'],['http://t.co/rimBOvDWDW'],,2013-03-26
9254,9252,2013-03-26 16:40:23+00:00,316590466340630528,Vroeger ging #lijnA naar #Rhijnauwen. Nu pakt minister Schultz de brede #A27  door #Amelisweerd. Heel jammer.,Jos_Schoonheim,"['lijnA', 'Rhijnauwen', 'A27', 'Amelisweerd']",0.0,0.0,0,0,,,,,2013-03-26
9256,9254,2013-03-26 16:31:49+00:00,316588308320878592,"#A27 verbreding #Amelisweerd : Hijs de rode bal: AD, volkskrant , nu.nl allen berichten: http://t.co/3IT6BRJR21",macekster,"['A27', 'Amelisweerd']",0.0,0.0,0,0,,['http://www.ad.nl/ad/nl/1012/Nederland/article/detail/3415718/2013/03/26/SP-Verbreding-A27-een-forse-klap-in-het-gezicht.dhtml'],['http://t.co/3IT6BRJR21'],,2013-03-26
9258,9256,2013-03-26 16:11:56+00:00,316583307020234752,Nooooooo!! Schultz gaat A27 bij #Amelisweerd verbreden :( http://t.co/FCcKjjJqDV,MartijnvDriel,['Amelisweerd'],0.0,0.0,0,0,,['http://www.nu.nl/binnenland/3381188/schultz-gaat-a27-bij-amelisweerd-verbreden.html'],['http://t.co/FCcKjjJqDV'],,2013-03-26
9259,9257,2013-03-26 16:02:17+00:00,316580875041132544,"""@GroenFront: We halen de strijdbijl weer uit het vet #A27 #Amelisweerd http://t.co/VN134KpZMI""
#SCHULTZ aan de #schandpaal",ThijsHuijs,"['A27', 'Amelisweerd', 'SCHULTZ', 'schandpaal']",0.0,0.0,0,0,,['http://www.volkskrant.nl/vk/nl/2686/Binnenland/article/detail/3415687/2013/03/26/A27-wordt-verbreed-tot-twee-keer-zeven-rijstroken.dhtml'],['http://t.co/VN134KpZMI'],,2013-03-26
9260,9258,2013-03-26 16:00:19+00:00,316580380381679616,"We kunnen de boom in, letterlijk en figuurlijk “@NMU_: Schultz wil met alle geweld bredere #A27 door #Amelisweerd, http://t.co/h2b7LKZYaM .",ruimtemaker,"['A27', 'Amelisweerd']",0.0,0.0,0,0,https://twitter.com/NMU_,['http://nos.nl/artikel/488837-schultz-wil-a27-verbreden.html'],['http://t.co/h2b7LKZYaM'],,2013-03-26
9261,9259,2013-03-26 15:55:32+00:00,316579178369675265,We halen de strijdbijl weer uit het vet #A27 #Amelisweerd http://t.co/5BrZv94rjs,GroenFront,"['A27', 'Amelisweerd']",5.0,0.0,2,0,,['http://www.volkskrant.nl/vk/nl/2686/Binnenland/article/detail/3415687/2013/03/26/A27-wordt-verbreed-tot-twee-keer-zeven-rijstroken.dhtml'],['http://t.co/5BrZv94rjs'],,2013-03-26
9263,9261,2013-03-26 15:52:52+00:00,316578506056273922,Kamermeerderheid voor verbreding #A27 #Amelisweerd   PvdA respecteert uitkomst laatste onderzoek 2x7 rijbanen worden het dus,ronfresen,"['A27', 'Amelisweerd']",5.0,0.0,1,0,,,,,2013-03-26
9264,9262,2013-03-26 15:48:10+00:00,316577323983982595,"Bomenknuffelaars in Nederland ten spijt, de automobilist wordt verblijd :D:D:D:D #A27 #amelisweerd #mooizo http://t.co/b0rzmZXUQ7",WOOHPSPY,"['A27', 'amelisweerd', 'mooizo']",0.0,0.0,1,0,,['http://on-msn.com/XE8zNy'],['http://t.co/b0rzmZXUQ7'],,2013-03-26
9266,9264,2013-03-26 15:33:28+00:00,316573624511377408,"PvdA legt zich neer bij 2x7 rijstroken #A27, weg nu vrij voor verbreding #Amelisweerd",RoelSchrein,"['A27', 'Amelisweerd']",3.0,0.0,0,0,,,,,2013-03-26
9267,9265,2013-03-26 15:23:37+00:00,316571146713722880,@gjcats : @NMU_ zegt sorry! Hele rapport #Schoof over #A27 en #Amelisweerd staat op http://t.co/WogyLHQHSi Onze reactie volgt...,NMU_,"['Schoof', 'A27', 'Amelisweerd']",0.0,0.0,0,0,,['http://www.ikgaverder.nl/media/userfiles/media/documenten_module/2.%20Planstudie%20Ring%20Utrecht/Commissie%20Schoof/Commissie%20Schoof%20onderzoek%20verbreding%20A27%20maart%202013.pdf'],['http://t.co/WogyLHQHSi'],,2013-03-26
9268,9266,2013-03-26 15:19:13+00:00,316570038767349760,"Bredere #A27, nog minder #Amelisweerd. En zo kunnen we op zondag met de auto naar de winkel in plaats van te lopen of fietsen door het bos.",rvbroekhoven,"['A27', 'Amelisweerd']",3.0,1.0,0,0,,,,,2013-03-26
9269,9267,2013-03-26 15:18:50+00:00,316569940779999232,Rapport Schoof http://t.co/Oi3mrs2nnP Onderbouwing verbreding A27 #Amelisweerd rammelt aan alle kanten. Kamer zal hierover moeten oordelen.,KrachtvanU,['Amelisweerd'],7.0,0.0,1,0,,['http://bit.ly/Yya6uD'],['http://t.co/Oi3mrs2nnP'],,2013-03-26
9270,9268,2013-03-26 15:11:58+00:00,316568212877754369,"Minister Schultz gaat door met haar speeltje, het verbreden #A27 Ramp voor de Staatskas en omwonenden! #Amelisweerd http://t.co/LbPMOc6j9Y",jurgenvdsloot,"['A27', 'Amelisweerd']",5.0,0.0,0,0,,['http://www.sp.nl/verkeer/nieuwsberichten/14027/130326-verbreden_a27_ramp_voor_staatskas_en_omwonenden.html'],['http://t.co/LbPMOc6j9Y'],,2013-03-26
9272,9270,2013-03-26 15:11:26+00:00,316568078676807680,Schultz gaat A27 bij Amelisweerd verbreden (Nu.nl) http://t.co/JbmJ6h6jda #a27 #melanieschultzvanhaegen #amelisweerd,RSScockpit,"['a27', 'melanieschultzvanhaegen', 'amelisweerd']",0.0,0.0,0,0,,['http://bit.ly/16VEL5S'],['http://t.co/JbmJ6h6jda'],,2013-03-26
9272,9270,2013-03-26 15:11:26+00:00,316568078676807680,Schultz gaat A27 bij Amelisweerd verbreden (Nu.nl) http://t.co/JbmJ6h6jda #a27 #melanieschultzvanhaegen #amelisweerd,RSScockpit,"['a27', 'melanieschultzvanhaegen', 'amelisweerd']",0.0,0.0,0,0,,['http://bit.ly/16VEL5S'],['http://t.co/JbmJ6h6jda'],,2013-03-26
9273,9271,2013-03-26 15:06:50+00:00,316566922869223425,2x7 (!!) rijstroken.. Waar zijn de barricades? Waar is de bres? #amelisweerd http://t.co/KVpbf3rxjY,WilmaH,['amelisweerd'],0.0,0.0,0,0,,['http://www.nu.nl/binnenland/3381188/schultz-gaat-a27-bij-amelisweerd-verbreden.html'],['http://t.co/KVpbf3rxjY'],,2013-03-26
9274,9272,2013-03-26 15:02:14+00:00,316565766365405185,"Persbericht commissie #Schoof over #A27 bij #Amelisweerd: 
http://t.co/p2vCB9G9MB. Hele rapport: http://t.co/p2vCB9G9MB",NMU_,"['Schoof', 'A27', 'Amelisweerd']",1.0,0.0,2,0,,"['http://www.ikgaverder.nl/media/userfiles/media/documenten_module/2.%20Planstudie%20Ring%20Utrecht/Commissie%20Schoof/persbericht%20-commissie-Schoof_26%203%2013_def.pdf', 'http://www.ikgaverder.nl/media/userfiles/media/documenten_module/2.%20Planstudie%20Ring%20Utrecht/Commissie%20Schoof/persbericht%20-commissie-Schoof_26%203%2013_def.pdf']","['http://t.co/p2vCB9G9MB', 'http://t.co/p2vCB9G9MB']",,2013-03-26
9275,9273,2013-03-26 14:57:18+00:00,316564521584054274,"Onderzoeker Schoof: 2x6 binnen bak #A27 te smal voor vrachtwagens, geen vluchtstroken #onveilig #Amelisweerd",RoelSchrein,"['A27', 'onveilig', 'Amelisweerd']",0.0,0.0,0,0,,,,,2013-03-26
9276,9274,2013-03-26 14:53:45+00:00,316563631728885762,2x7rijbanen.we zitten echt in een diepe diepe crisis“@RoelSchrein: Schultz: ik ga door met 2x7 rijstroken #A27 #Amelisweerd”,BartReijnen,"['A27', 'Amelisweerd']",2.0,0.0,1,0,,,,,2013-03-26
9277,9275,2013-03-26 14:51:12+00:00,316562987710283776,Schultz: ik ga door met 2x7 rijstroken #A27 #Amelisweerd,RoelSchrein,"['A27', 'Amelisweerd']",1.0,0.0,1,0,,,,,2013-03-26
9278,9276,2013-03-26 14:22:13+00:00,316555695656939520,Volgens @farshadbashir is verbreding van de #A27 bij #Amelisweerd peperduur en klap in gezicht van omwonenden: http://t.co/asD89u1ncG,SPnl,"['A27', 'Amelisweerd']",5.0,0.0,3,0,,['http://bit.ly/13tkRjS'],['http://t.co/asD89u1ncG'],,2013-03-26
9279,9277,2013-03-26 14:18:48+00:00,316554834616659968,"Volgens @FarshadBashir is verbreden A27 bij #Amelisweerd &amp; #Utrecht idioot duur, onnodig en slecht voor natuur aldaar http://t.co/NBlpRggldD",peterkwint,"['Amelisweerd', 'Utrecht']",2.0,0.0,0,0,,['http://www.sp.nl/nieuwsberichten//130326-verbreden_a27_ramp_voor_staatskas_en_omwonenden.html'],['http://t.co/NBlpRggldD'],,2013-03-26
9280,9278,2013-03-26 13:30:26+00:00,316542661630763008,De afdeling asfalt ramt door RT @ronfresen Minister #Schulz zet verbreding A27 #Amelisweerd door. Melden bronnen aan # NOS,Timphone,"['Schulz', 'Amelisweerd']",1.0,0.0,0,0,,,,,2013-03-26
9282,9280,2013-03-26 13:19:52+00:00,316540004895694848,"Schultz luistert niet naar omwonenden en milieuorganisaties, toch verbreding A27. Helaas voor #Amelisweerd.  http://t.co/OXEy3bmhxk via @NOS",InekeMarree,['Amelisweerd'],0.0,1.0,0,0,,['http://nos.nl/artikel/488837-schultz-houdt-vast-aan-bredere-a27.html'],['http://t.co/OXEy3bmhxk'],,2013-03-26
9283,9281,2013-03-26 13:07:14+00:00,316536822366863362,"#schulz wil als een klein kind haar zin doordrijven. O nee: kinderen zijn véél verstandiger, die houden van bomen... #amelisweerd #A27",JoostVuurs,"['schulz', 'amelisweerd', 'A27']",0.0,0.0,0,0,,,,,2013-03-26
9284,9282,2013-03-26 12:51:01+00:00,316532745125888000,Vanmiddag om half vier persconferentie verbreding #A27 #Amelisweerd begrijp ik?  Ben benieuwd hoe goed alternatieven bekeken zijn.,MarcelTripWB,"['A27', 'Amelisweerd']",1.0,0.0,0,0,,,,,2013-03-26
9285,9283,2013-03-26 12:42:43+00:00,316530654445707264,"Schultz wil met alle geweld bredere #A27 door #Amelisweerd, lijkt het. http://t.co/uohsFJv1I0 . @NMU_ komt later met reactie.",NMU_,"['A27', 'Amelisweerd']",2.0,1.0,1,0,,['http://nos.nl/artikel/488837-schultz-wil-a27-verbreden.html'],['http://t.co/uohsFJv1I0'],,2013-03-26
9286,9284,2013-03-26 12:34:26+00:00,316528569369112576,Schultz wil #A27 verbreden. Misschien moeten we haar eigen achtertuin eens #asfalteren om te laten zien hoe dat er uit ziet. #amelisweerd,TheMudman87,"['A27', 'asfalteren', 'amelisweerd']",0.0,0.0,0,0,,,,,2013-03-26
9287,9285,2013-03-26 12:30:46+00:00,316527648476114947,"Eigenwijs mens. Bah. ""@ronfresen: Minister #Schulz zet verbreding A27 #Amelisweerd door. Melden bronnen aan # NOS""",jorryt,"['Schulz', 'Amelisweerd']",0.0,0.0,0,0,,,,,2013-03-26
9288,9286,2013-03-26 12:27:35+00:00,316526844268662785,#A27 #Amelisweerd de asfalt minister vliegt weer uit de bocht !!!,SchapenAHwerk,"['A27', 'Amelisweerd']",0.0,0.0,0,0,,,,,2013-03-26
9289,9287,2013-03-26 12:26:06+00:00,316526471051087872,RT @ronfresen: Minister #Schulz zet verbreding A27 #Amelisweerd door. Melden bronnen aan # NOS,baspaternotte,"['Schulz', 'Amelisweerd']",1.0,0.0,1,0,,,,,2013-03-26
9290,9288,2013-03-26 12:16:11+00:00,316523976207777793,Minister #Schulz zet verbreding A27 #Amelisweerd door. Melden bronnen aan # NOS,ronfresen,"['Schulz', 'Amelisweerd']",5.0,1.0,3,0,,,,,2013-03-26
9291,9289,2013-03-26 09:59:00+00:00,316489454388903936,NIEUWS Volgens mij is Commissie Schoof klaar! RT @ronfresen Besluit verbreding A27 #Amelisweerd  vanmiddag persconferentie minister #Schultz,KrachtvanU,"['Amelisweerd', 'Schultz']",3.0,1.0,0,0,https://twitter.com/ronfresen,,,,2013-03-26
9292,9290,2013-03-26 09:55:53+00:00,316488668107915264,Besluit verbreding A27 #Amelisweerd  vanmiddag persconferentie minister #Schultz.,ronfresen,"['Amelisweerd', 'Schultz']",11.0,0.0,2,0,,,,,2013-03-26
9297,9295,2013-03-21 17:35:32+00:00,314792405905846272,"Lees onze laatste nieuwsbrief via http://t.co/OTprybcCzz. Lucht, manifestaties, landgoedbeheer #Amelisweerd, tweedekamer, A27... lezen dus.",KrachtvanU,['Amelisweerd'],0.0,0.0,0,0,,['http://ymlp.com/zAa2LF'],['http://t.co/OTprybcCzz'],,2013-03-21
